subject,clip,emotion,aus,n_frame,lebar,tinggi,bright_mean,bright_std,contrast_mean,energi_max,energi_mean,gerak_sesaat,border_max,center_max,end_over_peak,e_argmax_raw,e_argmax_nolight,e_argmax_center,e_argmax_center_nolight,e_cross80,e_cross90,e_cross95
sub04,EP12_01f,disgust,4+7,61,0,0,110.28584289550781,0.05843942239880562,42.554351806640625,2.169921875,1.391505479812622,0.42631834745407104,2.21875,2.0546875,0.9437443614006042,0.9,0.8833333333333333,0.9,0.9,0.6333333333333333,0.7,0.75
sub04,EP12_02f,disgust,4+L9+14,51,0,0,107.8874282836914,0.27556583285331726,42.00111389160156,3.3515625,2.0982306003570557,0.4369531273841858,2.267857074737549,4.33984375,1.0,0.92,0.9,0.86,0.86,0.58,0.68,0.78
sub04,EP13_02f,others,4,61,0,0,114.45217895507812,0.14386466145515442,44.547489166259766,2.271484375,1.6377273797988892,0.40361326932907104,2.3191964626312256,2.58984375,0.9819432497024536,0.7,0.7,0.9666666666666667,0.9666666666666667,0.45,0.5333333333333333,0.5833333333333334
sub04,EP13_06f,disgust,4+6+7,91,0,0,112.09150695800781,0.21182101964950562,42.763484954833984,3.1982421875,2.1843342781066895,0.43454861640930176,3.1004464626312256,3.15234375,0.5196946859359741,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.3,0.35555555555555557,0.37777777777777777
sub04,EP19_01f,others,4,36,0,0,110.45877075195312,0.05179930850863457,42.36493682861328,1.3662109375,0.84033203125,0.42653459310531616,1.2075892686843872,1.75390625,1.0,1.0,1.0,1.0,1.0,0.8285714285714286,0.9142857142857143,0.9714285714285714
sub05,EP02_07,surprise,1+2,66,0,0,85.28944396972656,0.23103807866573334,31.896217346191406,2.6474609375,1.9606119394302368,0.41912558674812317,3.671875,1.328125,0.6938399076461792,0.4461538461538462,0.46153846153846156,0.6,0.46153846153846156,0.3076923076923077,0.35384615384615387,0.38461538461538464
sub05,EP03_01,happiness,14,61,0,0,86.59886932373047,0.3297894597053528,31.94325065612793,1.107421875,0.8301742076873779,0.733642578125,1.2008928060531616,1.01171875,0.7980599403381348,0.9833333333333333,0.55,0.7833333333333333,0.65,0.35,0.4166666666666667,0.5166666666666667
sub05,EP03_06,surprise,1,51,0,0,89.57147979736328,0.4009770452976227,32.30328369140625,2.2529296875,1.7173904180526733,0.6684179902076721,2.404017925262451,2.4453125,0.9601213932037354,0.8,0.78,0.94,0.96,0.42,0.52,0.62
sub05,EP03_07,others,4,43,0,0,89.19615173339844,0.0871233344078064,33.56828689575195,1.205078125,0.9447901248931885,0.433896005153656,1.3348214626312256,1.15234375,0.8047001361846924,0.6428571428571429,0.6428571428571429,0.7857142857142857,0.7857142857142857,0.30952380952380953,0.40476190476190477,0.5
sub05,EP04_05,surprise,1,51,0,0,84.78301239013672,0.294779509305954,31.916379928588867,1.8681640625,1.2757352590560913,0.6640820503234863,2.1941964626312256,1.2734375,0.4417145848274231,0.5,0.48,0.5,0.5,0.3,0.34,0.38
sub05,EP04_06,surprise,L2+12,86,0,0,84.60063171386719,0.31687167286872864,31.769628524780273,2.4609375,1.917855143547058,0.6536190509796143,3.125,1.51953125,0.898809552192688,0.6352941176470588,0.6588235294117647,0.9647058823529412,0.9647058823529412,0.35294117647058826,0.47058823529411764,0.5411764705882353
sub05,EP05_03,others,?,91,0,0,85.65806579589844,0.2578204572200775,30.92469024658203,2.876953125,1.6548978090286255,0.5794487595558167,2.591517925262451,3.48046875,1.0,1.0,1.0,0.9888888888888889,1.0,0.7888888888888889,0.9,0.9555555555555556
sub05,EP05_09,others,15,88,0,0,84.2723159790039,0.23379966616630554,31.245141983032227,2.68359375,1.9731334447860718,0.4428991675376892,2.794642925262451,2.33203125,0.8970159888267517,0.6091954022988506,0.6091954022988506,0.8505747126436781,0.5862068965517241,0.40229885057471265,0.47126436781609193,0.5172413793103449
sub05,EP06_10,others,4,52,0,0,92.05895233154297,0.35727065801620483,33.43000793457031,3.94140625,2.967153787612915,0.7579656839370728,2.5513393878936768,3.7890625,0.8885034918785095,0.6078431372549019,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.29411764705882354,0.37254901960784315,0.45098039215686275
sub05,EP07_01,others,?,58,0,0,91.04582977294922,0.44934314489364624,33.484867095947266,3.923828125,2.9422144889831543,0.47385552525520325,3.8370535373687744,2.84375,0.6888999342918396,0.24561403508771928,0.24561403508771928,0.3508771929824561,0.3333333333333333,0.12280701754385964,0.15789473684210525,0.17543859649122806
sub05,EP08_05,others,4,66,0,0,85.20460510253906,0.13294769823551178,31.969663619995117,1.3466796875,0.977598249912262,0.4649489223957062,1.6584821939468384,1.06640625,1.0,1.0,1.0,0.5692307692307692,0.9692307692307692,0.4153846153846154,0.47692307692307695,0.5384615384615384
sub05,EP09_05f,disgust,R2+15,55,0,0,89.11592864990234,0.2029850035905838,31.260974884033203,5.599609375,3.1347832679748535,0.5255352854728699,5.1495537757873535,6.66796875,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.8703703703703703,0.9259259259259259
sub05,EP12_03f,surprise,25,51,0,0,86.10690307617188,0.3496015667915344,30.988983154296875,2.46484375,1.7237859964370728,0.72021484375,2.377232074737549,2.33984375,0.5978605151176453,0.54,0.54,0.54,0.44,0.3,0.34,0.38
sub05,EP12_06,others,17,76,0,0,84.92799377441406,0.2912954092025757,31.259614944458008,1.130859375,0.8605571389198303,0.66524738073349,1.1607142686843872,0.890625,0.7504317760467529,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.12,0.14666666666666667,0.17333333333333334
sub05,EP13_04f,others,?,76,0,0,86.1238784790039,0.24941691756248474,29.86346435546875,3.951171875,2.6875641345977783,0.5610547065734863,3.1651785373687744,3.66015625,0.7644587159156799,0.29333333333333333,0.29333333333333333,0.4266666666666667,0.4266666666666667,0.2,0.24,0.26666666666666666
sub05,EP13_06,others,4,61,0,0,85.41089630126953,0.3358972668647766,30.697078704833984,3.78125,2.937948226928711,0.6336914300918579,3.734375,2.1328125,0.610020637512207,0.48333333333333334,0.48333333333333334,0.43333333333333335,0.43333333333333335,0.21666666666666667,0.2833333333333333,0.35
sub05,EP16_03f,others,4,100,0,0,86.34379577636719,0.32668089866638184,32.63490295410156,1.896484375,1.4389941692352295,0.7169152498245239,2.0982143878936768,1.9609375,0.863027811050415,0.7777777777777778,0.8383838383838383,0.7777777777777778,0.8484848484848485,0.29292929292929293,0.6565656565656566,0.7373737373737373
sub05,EP16_04f,others,4,41,0,0,86.31766510009766,0.318499356508255,33.13066864013672,1.7197265625,1.049876093864441,0.7164306640625,1.9933035373687744,1.15234375,0.8341851234436035,0.975,0.975,0.975,0.875,0.675,0.875,0.925
sub05,EP19_03,others,4,53,0,0,87.88347625732422,0.06775916367769241,34.299781799316406,1.3896484375,1.1575766801834106,0.4094613790512085,1.7700892686843872,1.2578125,0.9592410326004028,0.7307692307692307,0.7307692307692307,0.9423076923076923,0.9230769230769231,0.2692307692307692,0.34615384615384615,0.46153846153846156
sub06,EP01_01,happiness,L14+L15,56,0,0,103.95917510986328,0.0759357288479805,38.935977935791016,1.7470703125,1.0232456922531128,0.4044211506843567,1.5513392686843872,1.9296875,1.0,1.0,1.0,1.0,1.0,0.8545454545454545,0.9272727272727272,0.9818181818181818
sub06,EP02_31,surprise,L2+26+38,50,0,0,94.87680053710938,0.33538392186164856,34.045257568359375,2.2900390625,1.555507779121399,0.4193837642669678,2.3683035373687744,1.91015625,0.8439232707023621,0.673469387755102,0.6530612244897959,0.8571428571428571,0.7142857142857143,0.46938775510204084,0.5102040816326531,0.5510204081632653
sub06,EP10_08,others,4,46,0,0,95.29695892333984,0.087796650826931,34.5200080871582,0.873046875,0.697860062122345,0.40312498807907104,0.8549107313156128,0.90625,0.8590604066848755,0.4,0.4666666666666667,0.8888888888888888,0.9333333333333333,0.24444444444444444,0.3333333333333333,0.37777777777777777
sub06,EP15_02,surprise,R1+R2,51,0,0,102.3141860961914,0.09621641784906387,38.061668395996094,1.3515625,1.1162109375,0.4085937440395355,1.4620535373687744,1.52734375,0.986994206905365,0.58,0.58,1.0,1.0,0.24,0.3,0.36
sub06,EP16_05,disgust,L10,58,0,0,96.27493286132812,0.12820562720298767,35.213584899902344,1.9013671875,1.0797581672668457,0.4018126428127289,1.4799107313156128,2.39453125,1.0,1.0,1.0,1.0,0.9824561403508771,0.8245614035087719,0.8947368421052632,0.9649122807017544
sub07,EP01_01,disgust,4+R10,78,0,0,105.41825866699219,0.06340508162975311,41.53978729248047,1.5322265625,1.0435822010040283,0.40417003631591797,1.765625,1.0546875,0.7138304710388184,0.37662337662337664,0.37662337662337664,0.36363636363636365,0.37662337662337664,0.24675324675324675,0.2857142857142857,0.3116883116883117
sub07,EP03_04,others,R4,66,0,0,90.61051177978516,0.1195349395275116,37.811126708984375,1.4697265625,1.0262635946273804,0.4078275263309479,1.1808035373687744,1.265625,0.9069767594337463,0.7538461538461538,0.7538461538461538,0.7230769230769231,0.6615384615384615,0.47692307692307695,0.5076923076923077,0.5692307692307692
sub07,EP06_01,others,4+38,54,0,0,104.4725112915039,0.07244805246591568,40.792205810546875,1.501953125,1.1097005605697632,0.39436542987823486,1.484375,1.6015625,0.7392717599868774,0.6037735849056604,0.6037735849056604,0.6226415094339622,0.6226415094339622,0.37735849056603776,0.4528301886792453,0.49056603773584906
sub07,EP06_02_01,disgust,4+R10,81,0,0,103.94386291503906,0.2333483248949051,42.34434509277344,1.4775390625,0.9536795616149902,0.38856202363967896,1.8191964626312256,1.04296875,0.7818902730941772,0.675,0.7,0.675,0.675,0.525,0.575,0.625
sub07,EP06_02_02,disgust,4+R10,56,0,0,104.51631927490234,0.1568538099527359,41.62592315673828,2.4580078125,1.7538015842437744,0.4341619312763214,1.7477678060531616,1.83984375,0.5975367426872253,0.41818181818181815,0.41818181818181815,0.2909090909090909,0.38181818181818183,0.21818181818181817,0.2545454545454545,0.3090909090909091
sub07,EP08_02,disgust,R4+R10,51,0,0,93.09490203857422,0.06631317734718323,37.846187591552734,1.3212890625,1.0010532140731812,0.3650781214237213,1.2299107313156128,1.109375,0.7716186046600342,0.62,0.62,0.62,0.62,0.38,0.46,0.52
sub07,EP15_01,disgust,R10,56,0,0,95.74040985107422,0.08199451863765717,38.0126953125,1.2646484375,0.94140625,0.3853870630264282,1.0357142686843872,1.78515625,0.96138995885849,0.509090909090909,0.509090909090909,0.509090909090909,0.509090909090909,0.41818181818181815,0.45454545454545453,0.4727272727272727
sub07,EP18_01,others,R14,46,0,0,99.74409484863281,0.08414072543382645,41.743377685546875,0.990234375,0.7755604386329651,0.4046224057674408,0.7611607313156128,0.9609375,0.7130177617073059,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.2222222222222222,0.35555555555555557,0.37777777777777777
sub07,EP18_03,others,7,86,0,0,100.34744262695312,0.1883295625448227,41.34286880493164,1.09765625,0.8373342156410217,0.38292738795280457,1.0803571939468384,1.15234375,0.982206404209137,0.9647058823529412,1.0,0.9411764705882353,0.9294117647058824,0.38823529411764707,0.7529411764705882,0.8705882352941177
sub08,EP12_07f,others,4,93,0,0,71.0943832397461,0.1305759996175766,35.47511291503906,2.005859375,1.4351478815078735,0.37746262550354004,2.015625,1.91796875,0.894839346408844,0.6086956521739131,0.6086956521739131,0.9782608695652174,0.9782608695652174,0.40217391304347827,0.5,0.5543478260869565
sub08,EP12_08f,others,4,100,0,0,71.09778594970703,0.11888737231492996,35.01300811767578,2.080078125,1.4105956554412842,0.37382614612579346,1.7767857313156128,2.515625,0.6737089157104492,0.6363636363636364,0.6565656565656566,0.5757575757575758,0.6565656565656566,0.45454545454545453,0.5454545454545454,0.5757575757575758
sub08,EP13_01f,repression,15+17,78,0,0,71.55948638916016,0.13241948187351227,34.36650466918945,3.77734375,2.1869115829467773,0.3850066065788269,2.7901785373687744,4.8046875,0.9919854998588562,0.987012987012987,0.987012987012987,0.974025974025974,0.922077922077922,0.6753246753246753,0.7662337662337663,0.8311688311688312
sub09,EP02_01f,happiness,L12,71,0,0,115.91671752929688,0.16197527945041656,31.268049240112305,1.6572265625,1.2530534267425537,0.4565708637237549,1.2723214626312256,1.890625,0.8020035624504089,0.44285714285714284,0.45714285714285713,0.44285714285714284,0.42857142857142855,0.32857142857142857,0.35714285714285715,0.38571428571428573
sub09,EP05_02,others,4+7,131,0,0,108.29736328125,0.05080624297261238,31.61712074279785,2.044921875,1.475735068321228,0.4447415769100189,1.7544642686843872,2.1328125,0.5310410857200623,0.5461538461538461,0.5461538461538461,0.6230769230769231,0.6230769230769231,0.3384615384615385,0.4230769230769231,0.46923076923076923
sub09,EP05_03,others,4+7,66,0,0,109.4275894165039,0.06829767674207687,30.89364242553711,1.2626953125,0.9480942487716675,0.4466346204280853,1.15625,1.32421875,0.9899458885192871,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.5538461538461539,0.7076923076923077,0.8
sub09,EP05_05,happiness,L12,51,0,0,109.84566497802734,0.06783901154994965,30.778398513793945,1.166015625,0.7206839919090271,0.45515623688697815,1.0625,1.21484375,1.0,1.0,1.0,1.0,1.0,0.9,0.96,1.0
sub09,EP06_01f,repression,15,121,0,0,117.2401351928711,0.33520251512527466,31.564817428588867,3.427734375,1.9519386291503906,0.46969401836395264,2.3861606121063232,3.76953125,1.0,1.0,1.0,0.7333333333333333,0.7416666666666667,0.5916666666666667,0.9916666666666667,1.0
sub09,EP06_02f,happiness,12+15,96,0,0,114.94710540771484,0.2309102565050125,33.15275192260742,4.3486328125,3.2590739727020264,0.4655633270740509,2.7879464626312256,4.16015625,0.7132270336151123,0.6105263157894737,0.631578947368421,0.631578947368421,0.631578947368421,0.3368421052631579,0.3894736842105263,0.45263157894736844
sub09,EP09_04,repression,15+17,121,0,0,118.05272674560547,0.1920178085565567,32.670684814453125,2.7587890625,2.050668239593506,0.46070149540901184,2.4598214626312256,2.60546875,1.0,1.0,1.0,1.0,1.0,0.3416666666666667,0.45,1.0
sub09,EP09_05,repression,15,86,0,0,119.09495544433594,0.19887912273406982,35.24747848510742,2.5048828125,2.0536201000213623,0.460489422082901,1.4285714626312256,2.453125,0.6249512434005737,0.5411764705882353,0.5411764705882353,0.6941176470588235,0.6941176470588235,0.24705882352941178,0.32941176470588235,0.3764705882352941
sub09,EP09f,happiness,15,61,0,0,120.39408111572266,0.17258934676647186,33.64576721191406,5.9013671875,4.167328357696533,0.49321287870407104,4.421875,5.21484375,0.7699818015098572,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.5,0.55
sub09,EP13_01,repression,17,91,0,0,115.91706848144531,0.28554901480674744,32.37856674194336,2.8759765625,2.0491178035736084,0.47936198115348816,1.9933035373687744,2.57421875,0.7320882678031921,0.23333333333333334,0.23333333333333334,0.9,0.9,0.12222222222222222,0.15555555555555556,0.17777777777777778
sub09,EP15_05,happiness,L12,56,0,0,115.88694763183594,0.36022135615348816,32.15365219116211,3.19921875,2.2695834636688232,0.46365413069725037,1.9575892686843872,2.7578125,0.9917582273483276,0.9272727272727272,1.0,0.7090909090909091,0.7090909090909091,0.4909090909090909,0.5818181818181818,0.6727272727272727
sub09,EP17_08,repression,17,71,0,0,117.44546508789062,0.10053478181362152,33.52752685546875,3.900390625,2.270906686782837,0.4424944221973419,3.1138393878936768,4.71875,1.0,1.0,1.0,1.0,0.9857142857142858,0.7428571428571429,0.8571428571428571,0.9285714285714286
sub09,EP18_03,others,4+7,71,0,0,110.42408752441406,0.14016586542129517,31.557748794555664,0.9404296875,0.7358604669570923,0.45199498534202576,1.0357142686843872,0.72265625,0.7154724597930908,0.44285714285714284,0.44285714285714284,0.9285714285714286,0.7857142857142857,0.18571428571428572,0.24285714285714285,0.3
sub10,EP06_01f,others,4,91,0,0,89.4535140991211,0.10410095006227493,26.554746627807617,1.63671875,1.2061083316802979,0.48949652910232544,1.5714285373687744,1.57421875,0.8747016787528992,0.4777777777777778,0.4777777777777778,0.9888888888888889,0.9888888888888889,0.34444444444444444,0.4111111111111111,0.4444444444444444
sub10,EP08_01f,others,4,66,0,0,90.62679290771484,0.4247480034828186,26.816896438598633,1.275390625,0.9603012800216675,0.5948618054389954,1.3816964626312256,1.421875,0.8943338394165039,0.2153846153846154,1.0,1.0,1.0,0.2,0.2153846153846154,0.2153846153846154
sub10,EP10_01f,others,4,61,0,0,91.27877044677734,0.4456596076488495,27.11649513244629,1.84375,0.9098200798034668,0.567431628704071,1.7611607313156128,1.8984375,0.7367584705352783,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9333333333333333,0.9166666666666666,0.9166666666666666,0.9166666666666666
sub10,EP11_01,others,4,71,0,0,87.88593292236328,0.22445781528949738,26.044830322265625,11.0048828125,3.852635383605957,0.5688755512237549,8.276785850524902,13.0625,1.0,1.0,1.0,1.0,1.0,0.9142857142857143,0.9571428571428572,0.9857142857142858
sub10,EP11_01f,others,4,56,0,0,89.95655822753906,0.1406453400850296,27.092411041259766,1.306640625,1.0165492296218872,0.4767223000526428,1.2276785373687744,1.41015625,0.9155455827713013,0.5818181818181818,0.45454545454545453,1.0,1.0,0.34545454545454546,0.4,0.43636363636363634
sub10,EP12_02f,others,4,61,0,0,88.49647521972656,0.38997572660446167,26.562175750732422,1.455078125,0.9054655432701111,0.4995279908180237,1.4665178060531616,1.35546875,0.936241626739502,0.85,0.45,0.85,0.5833333333333334,0.85,0.85,0.85
sub10,EP12_03f,others,4,86,0,0,87.73606872558594,0.10540337860584259,27.112119674682617,1.14453125,0.9430527687072754,0.46326977014541626,1.2790178060531616,0.66015625,0.7670648694038391,0.7294117647058823,0.7294117647058823,0.8352941176470589,0.5529411764705883,0.2823529411764706,0.4235294117647059,0.4823529411764706
sub10,EP12_04,others,4,86,0,0,84.8188247680664,0.7796055674552917,26.57258415222168,2.52734375,1.712720274925232,0.4951976239681244,2.408482074737549,2.09765625,0.526275098323822,0.49411764705882355,0.4235294117647059,0.8117647058823529,0.9764705882352941,0.3411764705882353,0.3411764705882353,0.35294117647058826
sub10,EP13_02f,others,4,91,0,0,88.49049377441406,0.13954372704029083,27.022680282592773,2.1826171875,1.4237208366394043,0.4761935770511627,1.8683035373687744,2.140625,0.6246085166931152,0.7777777777777778,0.7777777777777778,0.8,0.8,0.6111111111111112,0.6777777777777778,0.7111111111111111
sub10,EP13_03f,others,4,66,0,0,86.24415588378906,0.1681850105524063,26.43967056274414,1.4921875,1.0154918432235718,0.4752403795719147,1.3526785373687744,1.1796875,0.6740837693214417,0.5692307692307692,0.5692307692307692,0.5692307692307692,0.5692307692307692,0.4,0.46153846153846156,0.49230769230769234
sub10,EP16_02f,others,4,90,0,0,86.75308227539062,0.3469507694244385,28.13437843322754,1.6171875,1.1395182609558105,0.5349258184432983,1.7611607313156128,1.3046875,0.591183602809906,0.6966292134831461,0.48314606741573035,0.8539325842696629,0.9775280898876404,0.29213483146067415,0.42696629213483145,0.4943820224719101
sub10,EP18_01f,others,4,63,0,0,87.77536010742188,0.10715760290622711,27.36595344543457,1.1484375,0.9006851315498352,0.4761214852333069,1.0535714626312256,0.9140625,0.668367326259613,0.6451612903225806,0.6290322580645161,0.7258064516129032,0.7258064516129032,0.3064516129032258,0.45161290322580644,0.532258064516129
sub10,EP19_04f,others,4,46,0,0,92.19314575195312,0.11739182472229004,27.242094039916992,1.37109375,0.8503736257553101,0.4926215410232544,1.1696428060531616,1.18359375,0.9928774833679199,0.9777777777777777,0.9777777777777777,1.0,1.0,0.7333333333333333,0.8444444444444444,0.8888888888888888
